# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 298
#
# Samples: 26K of event 'cycles'
# Event count (approx.): 27671079937
#
# Overhead  Command          Shared Object                Symbol                                                   
# ........  ...............  ...........................  .........................................................
#
     0.00%  iperf3           [kernel.kallsyms]            [k] rcu_segcblist_ready_cbs
     0.00%  Xorg             libEGL.so.1.1.0              [.] 0x0000000000005da3
     0.00%  kworker/u16:0-e  [kernel.kallsyms]            [k] drm_atomic_helper_wait_for_flip_done
     0.00%  panel-12-netloa  libgobject-2.0.so.0.6000.6   [.] 0x00000000000247ff
     0.00%  Web Content      libxul.so                    [.] 0x000000000189569f
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000005dea8d
     0.00%  Xorg             [kernel.kallsyms]            [k] drm_atomic_set_property
     0.00%  xfwm4            libX11.so.6.3.0              [.] _XAllocIDs
     0.00%  swapper          [kernel.kallsyms]            [k] rcu_idle_exit
     0.00%  ksoftirqd/1      [kernel.kallsyms]            [k] __dev_queue_xmit
     0.00%  xfwm4            libc-2.29.so                 [.] __GI___ioctl
     0.00%  ksoftirqd/1      [kernel.kallsyms]            [k] ip6table_filter_hook
     0.00%  Web Content      libxul.so                    [.] 0x00000000008f3a2d
     0.00%  Xorg             [kernel.kallsyms]            [k] _drm_lease_held
     0.00%  Xorg             libdrm_nouveau.so.2.0.0      [.] 0x0000000000004f53
     0.00%  Web Content      libxul.so                    [.] 0x0000000000978f05
     0.00%  panel-7-systeml  libgdk-3.so.0.2404.6         [.] 0x000000000004f435
     0.00%  Web Content      libxul.so                    [.] 0x00000000043f570b
     0.00%  Timer            [kernel.kallsyms]            [k] update_cfs_group
     0.00%  xfwm4            [kernel.kallsyms]            [k] intel_context_lookup
     0.00%  panel-12-netloa  libharfbuzz.so.0.20301.0     [.] hb_buffer_set_cluster_level
     0.00%  migration/0      [kernel.kallsyms]            [k] kthread_should_stop
     0.00%  panel-12-netloa  libharfbuzz.so.0.20301.0     [.] 0x0000000000027054
     0.00%  panel-9-cpugrap  libX11.so.6.3.0              [.] 0x00000000000248fd
     0.00%  perf             [kernel.kallsyms]            [k] __do_page_fault
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000023116f
     0.00%  Xorg             Xorg                         [.] 0x00000000000ebaa3
     0.00%  Xorg             [kernel.kallsyms]            [k] sock_def_readable
     0.00%  xfwm4            xfwm4                        [.] 0x000000000001bbb2
     0.00%  Xorg             libEGL.so.1.1.0              [.] 0x0000000000006716
     0.00%  xfwm4            libc-2.29.so                 [.] _int_free
     0.00%  xfwm4            [kernel.kallsyms]            [k] unix_stream_read_generic
     0.00%  xfwm4            [kernel.kallsyms]            [k] sock_has_perm
     0.00%  Web Content      libxul.so                    [.] 0x000000000411d9f3
     0.00%  panel-12-netloa  libgobject-2.0.so.0.6000.6   [.] 0x0000000000027eaf
     0.00%  Web Content      libxul.so                    [.] 0x0000000001965273
     0.00%  rcu_sched        [kernel.kallsyms]            [k] finish_task_switch
     0.00%  panel-12-netloa  libxcb.so.1.1.0              [.] 0x000000000000f63c
     0.00%  firefox          [kernel.kallsyms]            [k] get_page_from_freelist
     0.00%  xfwm4            [kernel.kallsyms]            [k] enqueue_task_fair
     0.00%  Web Content      [kernel.kallsyms]            [k] dequeue_task_fair
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000059c8c7
     0.00%  Xorg             Xorg                         [.] dixLookupResourceByClass
     0.00%  swapper          [kernel.kallsyms]            [k] tick_irq_enter
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3      [.] 0x00000000000263d8
     0.00%  Xorg             [kernel.kallsyms]            [k] __wake_up_common_lock
     0.00%  panel-12-netloa  libpthread-2.29.so           [.] __pthread_getspecific
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000059fb06
     0.00%  xfwm4            libGLX_mesa.so.0.0.0         [.] 0x0000000000039a0c
     0.00%  Xorg             libdrm_nouveau.so.2.0.0      [.] nouveau_pushbuf_kick
     0.00%  Xorg             Xorg                         [.] 0x0000000000167707
     0.00%  kworker/u16:0-e  [kernel.kallsyms]            [k] __list_del_entry_valid
     0.00%  panel-10-diskpe  [kernel.kallsyms]            [k] import_iovec
     0.00%  swapper          [kernel.kallsyms]            [k] ktime_get_update_offsets_now
     0.00%  rcu_sched        [kernel.kallsyms]            [k] psi_task_change
     0.00%  Xorg             Xorg                         [.] 0x00000000001be4a4
     0.00%  xfwm4            [kernel.kallsyms]            [k] notifier_call_chain
     0.00%  Xorg             libc-2.29.so                 [.] _IO_default_xsputn
     0.00%  Web Content      libxul.so                    [.] __tls_get_addr@plt
     0.00%  panel-9-cpugrap  libcairo.so.2.11600.0        [.] cairo_scaled_font_destroy
     0.00%  panel-12-netloa  libpango-1.0.so.0.4300.0     [.] 0x000000000000da44
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000001ffd7e
     0.00%  xfwm4            i965_dri.so                  [.] 0x000000000023710d
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000005d6663
     0.00%  xfwm4            i965_dri.so                  [.] 0x000000000023b543
     0.00%  Xorg             Xorg                         [.] 0x0000000000130f63
     0.00%  rcu_sched        [kernel.kallsyms]            [k] force_qs_rnp
     0.00%  xfwm4            [kernel.kallsyms]            [k] ___sys_recvmsg
     0.00%  Web Content      libxul.so                    [.] 0x00000000017ed0fc
     0.00%  xfwm4            libGLX.so.0.0.0              [.] 0x000000000000b993
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000001d4d83
     0.00%  Xorg             nouveau_dri.so               [.] 0x00000000004a32e3
     0.00%  xdp_load_and_st  libc-2.29.so                 [.] _IO_file_xsputn@@GLIBC_2.2.5
     0.00%  xfwm4            libGLX.so.0.0.0              [.] glXSwapBuffers
     0.00%  xfwm4            [kernel.kallsyms]            [k] schedule_hrtimeout_range
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000c14b0
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000000ca05e
     0.00%  kworker/u16:0-e  [kernel.kallsyms]            [k] update_curr
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000f0313
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000000d1bf0
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000f6923
     0.00%  kworker/u16:0-e  [kernel.kallsyms]            [k] update_blocked_averages
     0.00%  firefox          libgdk-3.so.0.2404.6         [.] gdk_threads_enter
     0.00%  perf             [kernel.kallsyms]            [k] crc32c_pcl_intel_update
     0.00%  Xorg             [kernel.kallsyms]            [k] __drm_format_info
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000599f96
     0.00%  panel-9-cpugrap  libcairo.so.2.11600.0        [.] 0x0000000000055c2d
     0.00%  panel-13-pulsea  libglib-2.0.so.0.6000.6      [.] g_atomic_ref_count_inc
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000000d1303
     0.00%  xfwm4            [kernel.kallsyms]            [k] i915_gem_object_pin_map
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000e7e05
     0.00%  kworker/1:2-eve  [kernel.kallsyms]            [k] pick_next_task_fair
     0.00%  kworker/1:2-eve  [kernel.kallsyms]            [k] update_irq_load_avg
     0.00%  panel-10-diskpe  libgdk-3.so.0.2404.6         [.] 0x000000000002f853
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3      [.] 0x000000000004e1ea
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] _raw_spin_trylock
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3      [.] 0x0000000000034c64
     0.00%  iperf3           [kernel.kallsyms]            [k] rebalance_domains
     0.00%  gdbus            libglib-2.0.so.0.6000.6      [.] g_utf8_validate
     0.00%  panel-12-netloa  libpango-1.0.so.0.4300.0     [.] pango_layout_line_get_extents
     0.00%  panel-12-netloa  libglib-2.0.so.0.6000.6      [.] 0x00000000000500c9
     0.00%  xfwm4            libGLX_mesa.so.0.0.0         [.] 0x000000000004ca33
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x0000000000030fc0
     0.00%  JS Helper        libxul.so                    [.] 0x000000000461a20f
     0.00%  Xorg             Xorg                         [.] 0x00000000000e6113
     0.00%  Web Content      [JIT] tid 2473               [.] 0x00000cadbf3c9d40
     0.00%  panel-12-netloa  libpthread-2.29.so           [.] __pthread_mutex_lock
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000005d8a79
     0.00%  Xorg             modesetting_drv.so           [.] 0x000000000000c7b3
     0.00%  panel-10-diskpe  libglib-2.0.so.0.6000.6      [.] g_private_get
     0.00%  Xorg             [kernel.kallsyms]            [k] security_file_ioctl
     0.00%  swapper          [kernel.kallsyms]            [k] smp_apic_timer_interrupt
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6   [.] g_type_check_instance_cast
     0.00%  Web Content      libxul.so                    [.] 0x0000000001863ce3
     0.00%  xfwm4            [kernel.kallsyms]            [k] gen6_read32
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000021dd63
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000000f0a7a
     0.00%  panel-9-cpugrap  libgdk-x11-2.0.so.0.2400.32  [.] gdk_gc_set_values
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x0000000000025532
     0.00%  swapper          [kernel.kallsyms]            [k] rcu_note_context_switch
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000016f2c8
     0.00%  DOM Worker       libxul.so                    [.] 0x00000000043fd153
     0.00%  Xorg             [kernel.kallsyms]            [k] reservation_object_get_fences_rcu
     0.00%  xfce4-terminal   libgtk-3.so.0.2404.6         [.] gtk_adjustment_get_type
     0.00%  xfwm4            libGL.so.1.7.0               [.] glScaled
     0.00%  xfwm4            i965_dri.so                  [.] 0x000000000023dcea
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000000f1f58
     0.00%  xfwm4            libglib-2.0.so.0.6000.6      [.] 0x000000000001be93
     0.00%  xfwm4            libX11.so.6.3.0              [.] 0x000000000001f0a4
     0.00%  xfwm4            i965_dri.so                  [.] 0x000000000059e423
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000c224e
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000200864
     0.00%  iperf3           [vdso]                       [.] 0x00000000000005ee
     0.00%  panel-10-diskpe  libpthread-2.29.so           [.] pthread_cond_signal@@GLIBC_2.3.2
     0.00%  xfwm4            i965_dri.so                  [.] 0x000000000025e593
     0.00%  VIEW_AGGREGATOR  dropbox                      [.] _PyFrame_New_NoTrack
     0.00%  dbus-broker      [kernel.kallsyms]            [k] __virt_addr_valid
     0.00%  Xorg             libglamoregl.so              [.] 0x00000000000206f5
     0.00%  iperf3           [kernel.kallsyms]            [k] kfree_skb_partial
     0.00%  xfwm4            libGLX.so.0.0.0              [.] 0x000000000000ab7c
     0.00%  xfwm4            [kernel.kallsyms]            [k] i915_gem_madvise_ioctl
     0.00%  Web Content      libxul.so                    [.] 0x0000000003063c43
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] __wake_up_bit
     0.00%  perf             [kernel.kallsyms]            [k] __handle_mm_fault
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] find_next_bit
     0.00%  LIST_LEGACY      dropbox                      [.] subtype_dealloc
     0.00%  xfwm4            libglib-2.0.so.0.6000.6      [.] g_atomic_ref_count_compare
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000000f1d3b
     0.00%  xfce4-terminal   libgtk-3.so.0.2404.6         [.] 0x00000000002c5afe
     0.00%  panel-7-systeml  libc-2.29.so                 [.] __strchr_sse2
     0.00%  panel-9-cpugrap  [kernel.kallsyms]            [k] __fdget
     0.00%  xfwm4            libgdk-3.so.0.2404.6         [.] 0x0000000000067c23
     0.00%  iperf3           [kernel.kallsyms]            [k] run_local_timers
     0.00%  panel-12-netloa  libgtk-3.so.0.2404.6         [.] 0x0000000000185fa9
     0.00%  xfwm4            libGLdispatch.so.0.0.0       [.] 0x0000000000040363
     0.00%  gdbus            [kernel.kallsyms]            [k] copy_user_generic_unrolled
     0.00%  iperf3           [kernel.kallsyms]            [k] tcp_check_space
     0.00%  panel-10-diskpe  libc-2.29.so                 [.] malloc
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000001ffdb6
     0.00%  rcu_sched        [kernel.kallsyms]            [k] find_next_bit
     0.00%  kworker/u16:0-e  [kernel.kallsyms]            [k] psi_task_change
     0.00%  rcu_sched        [kernel.kallsyms]            [k] __sched_text_start
     0.00%  xfwm4            i965_dri.so                  [.] 0x000000000059c0f0
     0.00%  kworker/0:0-eve  [kernel.kallsyms]            [k] update_rq_clock
     0.00%  iperf3           [kernel.kallsyms]            [k] rcu_irq_exit
     0.00%  xfwm4            libGLX.so.0.0.0              [.] 0x0000000000009cb1
     0.00%  swapper          [kernel.kallsyms]            [k] poll_idle
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000225963
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000001d4da8
     0.00%  xfwm4            [kernel.kallsyms]            [k] entry_SYSCALL_64
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000e58f8
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000e09e3
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000cc290
     0.00%  Web Content      ld-2.29.so                   [.] _dl_update_slotinfo
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000000f11ed
     0.00%  xfwm4            i965_dri.so                  [.] 0x000000000023f293
     0.00%  perf             [kernel.kallsyms]            [k] __find_get_block
     0.00%  firefox          libxul.so                    [.] 0x00000000040879f7
