# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 179
#
# Samples: 33K of event 'cycles'
# Event count (approx.): 25325405346
#
# Overhead  Command          Shared Object                           Symbol                                                      
# ........  ...............  ......................................  ............................................................
#
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000021ea92
     0.00%  Xorg             Xorg                                    [.] 0x000000000005cab7
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                 [.] 0x000000000001f9f7
     0.00%  Xorg             Xorg                                    [.] 0x0000000000137713
     0.00%  swapper          [kernel.kallsyms]                       [k] run_local_timers
     0.00%  iperf3           [kernel.kallsyms]                       [k] rcu_start_this_gp.isra.0
     0.00%  Xorg             [kernel.kallsyms]                       [k] __hrtimer_run_queues
     0.00%  Xorg             nouveau_dri.so                          [.] 0x000000000050537d
     0.00%  Xorg             Xorg                                    [.] CompareISOLatin1Lowered
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000018e303
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] _raw_spin_lock_irqsave
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000021f688
     0.00%  Xorg             [kernel.kallsyms]                       [k] check_cfs_rq_runtime
     0.00%  swapper          [kernel.kallsyms]                       [k] fold_diff
     0.00%  Xorg             [kernel.kallsyms]                       [k] i915_get_crtc_scanoutpos
     0.00%  xfwm4            [kernel.kallsyms]                       [k] kmem_cache_alloc
     0.00%  iperf3           [kernel.kallsyms]                       [k] migrate_task_rq_fair
     0.00%  ksoftirqd/3      [kernel.kallsyms]                       [k] __mod_node_page_state
     0.00%  Xorg             modesetting_drv.so                      [.] 0x000000000000b582
     0.00%  xfwm4            libglib-2.0.so.0.6000.6                 [.] g_mutex_lock
     0.00%  Xorg             libEGL_mesa.so.0.0.0                    [.] 0x000000000001ac20
     0.00%  xfwm4            [kernel.kallsyms]                       [k] rw_copy_check_uvector
     0.00%  iperf3           [kernel.kallsyms]                       [k] __percpu_counter_sum
     0.00%  Xorg             libglamoregl.so                         [.] 0x000000000000a53e
     0.00%  Xorg             Xorg                                    [.] 0x00000000000f0050
     0.00%  Xorg             modesetting_drv.so                      [.] 0x000000000000c7b3
     0.00%  xfwm4            [kernel.kallsyms]                       [k] account_entity_dequeue
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000059c53a
     0.00%  firefox          libxul.so                               [.] 0x0000000000ece408
     0.00%  Xorg             libglamoregl.so                         [.] 0x000000000001ee7f
     0.00%  Xorg             libEGL_mesa.so.0.0.0                    [.] 0x0000000000017612
     0.00%  swapper          [kernel.kallsyms]                       [k] irq_work_needs_cpu
     0.00%  Xorg             libEGL_mesa.so.0.0.0                    [.] 0x000000000000bc50
     0.00%  Xorg             Xorg                                    [.] 0x000000000013a63d
     0.00%  panel-9-cpugrap  libmurrine.so                           [.] 0x00000000000078fd
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000001bca2e
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000ca067
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000e8c1c
     0.00%  Web Content      libxul.so                               [.] 0x000000000113a113
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000016f4f0
     0.00%  Xorg             [kernel.kallsyms]                       [k] __x64_sys_epoll_ctl
     0.00%  Xorg             [kernel.kallsyms]                       [k] __hrtimer_init
     0.00%  kworker/1:2-eve  [kernel.kallsyms]                       [k] worker_thread
     0.00%  Xorg             [kernel.kallsyms]                       [k] i915_request_retire
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                   [.] cairo_set_operator
     0.00%  Xorg             Xorg                                    [.] 0x00000000001c0027
     0.00%  Xorg             Xorg                                    [.] 0x000000000013b115
     0.00%  Xorg             libdrm_nouveau.so.2.0.0                 [.] 0x0000000000004f72
     0.00%  Xorg             [kernel.kallsyms]                       [k] __list_add_valid
     0.00%  iperf3           [kernel.kallsyms]                       [k] read_hpet
     0.00%  xfwm4            [kernel.kallsyms]                       [k] activate_task
     0.00%  xfwm4            libgdk-3.so.0.2404.6                    [.] gdk_display_get_default
     0.00%  Xorg             [kernel.kallsyms]                       [k] i915_gem_check_execbuffer
     0.00%  swapper          [kernel.kallsyms]                       [k] sched_clock_idle_sleep_event
     0.00%  iperf3           [kernel.kallsyms]                       [k] load_balance
     0.00%  iperf3           [kernel.kallsyms]                       [k] rb_insert_color_cached
     0.00%  migration/0      [kernel.kallsyms]                       [k] update_sd_lb_stats
     0.00%  swapper          [kernel.kallsyms]                       [k] sched_clock_idle_wakeup_event
     0.00%  swapper          [kernel.kallsyms]                       [k] native_load_tls
     0.00%  iperf3           [kernel.kallsyms]                       [k] __vfs_read
     0.00%  Xorg             libEGL_mesa.so.0.0.0                    [.] 0x000000000001766b
     0.00%  Xorg             libglamoregl.so                         [.] 0x000000000000b101
     0.00%  Gecko_IOThread   firefox                                 [.] 0x000000000000fce6
     0.00%  iperf3           [kernel.kallsyms]                       [k] do_IRQ
     0.00%  Xorg             [kernel.kallsyms]                       [k] i915_request_alloc
     0.00%  swapper          [kernel.kallsyms]                       [k] rcu_irq_enter
     0.00%  ksoftirqd/2      [kernel.kallsyms]                       [k] update_irq_load_avg
     0.00%  iperf3           libiperf.so.0.0.0                       [.] 0x0000000000008d93
     0.00%  ksoftirqd/1      [kernel.kallsyms]                       [k] dequeue_entity
     0.00%  iperf3           [kernel.kallsyms]                       [k] intel_pstate_update_pstate
     0.00%  iperf3           [kernel.kallsyms]                       [k] tick_nohz_tick_stopped
     0.00%  iperf3           [kernel.kallsyms]                       [k] kick_ilb
     0.00%  iperf3           [kernel.kallsyms]                       [k] update_dl_rq_load_avg
     0.00%  kworker/0:0-eve  [kernel.kallsyms]                       [k] psi_task_change
     0.00%  iperf3           [kernel.kallsyms]                       [k] activate_task
     0.00%  iperf3           [kernel.kallsyms]                       [k] hrtick_update
     0.00%  Xorg             nouveau_dri.so                          [.] 0x00000000000acfa8
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                 [.] g_slice_alloc
     0.00%  iperf3           [kernel.kallsyms]                       [k] calc_global_load_tick
     0.00%  panel-7-systeml  [kernel.kallsyms]                       [k] copy_user_generic_unrolled
     0.00%  migration/3      [kernel.kallsyms]                       [k] nmi
     0.00%  Xorg             libpixman-1.so.0.38.0                   [.] 0x0000000000058a11
     0.00%  iperf3           [kernel.kallsyms]                       [k] hrtimer_active
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000caa83
     0.00%  iperf3           [kernel.kallsyms]                       [k] __enqueue_entity
     0.00%  Xorg             [kernel.kallsyms]                       [k] reservation_object_test_signaled_rcu
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000021e771
     0.00%  Xorg             [kernel.kallsyms]                       [k] available_idle_cpu
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000059a590
     0.00%  Xorg             nouveau_dri.so                          [.] 0x00000000000a73d3
     0.00%  Xorg             libglamoregl.so                         [.] 0x000000000001a138
     0.00%  Xorg             libc-2.29.so                            [.] __strrchr_sse2
     0.00%  panel-10-diskpe  libpthread-2.29.so                      [.] __pthread_getspecific
     0.00%  Xorg             libglamoregl.so                         [.] 0x00000000000165ce
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000016f420
     0.00%  swapper          [kernel.kallsyms]                       [k] __hrtimer_run_queues
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000f30ff
     0.00%  swapper          [kernel.kallsyms]                       [k] cpuidle_reflect
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000e3b1f
     0.00%  xfce4-terminal   libgdk-3.so.0.2404.6                    [.] 0x000000000002dbe4
     0.00%  Xorg             libglamoregl.so                         [.] glamor_validate_gc
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000d49b4
     0.00%  Xorg             [kernel.kallsyms]                       [k] cpu_load_update
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000e88b6
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000caf14
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000ee258
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6              [.] g_type_create_instance
     0.00%  Xorg             Xorg                                    [.] 0x0000000000136040
     0.00%  Xorg             [kernel.kallsyms]                       [k] prepare_exit_to_usermode
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000204f87
     0.00%  Xorg             libc-2.29.so                            [.] __memset_sse2_unaligned_erms
     0.00%  swapper          [kernel.kallsyms]                       [k] file_free_rcu
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000f7510
     0.00%  Xorg             [kernel.kallsyms]                       [k] perf_pmu_disable.part.0
     0.00%  swapper          [kernel.kallsyms]                       [k] __hrtimer_get_next_event
     0.00%  Xorg             libglamoregl.so                         [.] 0x00000000000203d7
     0.00%  iperf3           libiperf.so.0.0.0                       [.] 0x0000000000008cb3
     0.00%  Xorg             [kernel.kallsyms]                       [k] i915_vma_instance
     0.00%  Xorg             libglapi.so.0.0.0                       [.] 0x000000000000f360
