# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 223
#
# Samples: 27K of event 'cycles'
# Event count (approx.): 25727937029
#
# Overhead  Command          Shared Object                            Symbol                                                   
# ........  ...............  .......................................  .........................................................
#
     0.00%  xfwm4            i965_dri.so                              [.] 0x00000000003665b3
     0.00%  Xorg             libEGL_mesa.so.0.0.0                     [.] 0x000000000001cc71
     0.00%  Xorg             Xorg                                     [.] 0x00000000001ba2b6
     0.00%  perf             [kernel.kallsyms]                        [k] do_sys_poll
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x00000000000639ae
     0.00%  xfwm4            xfwm4                                    [.] 0x000000000001d8c3
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000021e49f
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] free_unref_page_prepare.part.0
     0.00%  xfwm4            libGLX.so.0.0.0                          [.] 0x000000000000ab40
     0.00%  Xorg             libglamoregl.so                          [.] 0x000000000000ce7b
     0.00%  Xorg             [kernel.kallsyms]                        [k] do_iter_readv_writev
     0.00%  Xorg             nouveau_dri.so                           [.] 0x00000000003ca80d
     0.00%  gdbus            libglib-2.0.so.0.6000.6                  [.] g_queue_pop_head
     0.00%  swapper          [kernel.kallsyms]                        [k] __inet6_lookup_established
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x0000000000046b76
     0.00%  iperf3           [kernel.kallsyms]                        [k] __handle_irq_event_percpu
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000016acc3
     0.00%  panel-13-pulsea  [kernel.kallsyms]                        [k] fd_install
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] skb_free_head
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000018a19d
     0.00%  Xorg             [kernel.kallsyms]                        [k] drm_mode_atomic_ioctl
     0.00%  iperf3           [kernel.kallsyms]                        [k] __bitmap_and
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] timerqueue_add
     0.00%  Xorg             [kernel.kallsyms]                        [k] intel_crtc_duplicate_state
     0.00%  Xorg             libpthread-2.29.so                       [.] __errno_location
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x00000000000479b5
     0.00%  iperf3           [kernel.kallsyms]                        [k] migrate_task_rq_fair
     0.00%  panel-9-cpugrap  libX11.so.6.3.0                          [.] XChangeGC
     0.00%  Xorg             Xorg                                     [.] 0x00000000000580a3
     0.00%  Web Content      libxul.so                                [.] 0x000000000111e5ef
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] skb_release_data
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000df6d3
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x0000000000045fe8
     0.00%  tmux: server     [kernel.kallsyms]                        [k] nmi
     0.00%  xfwm4            [kernel.kallsyms]                        [k] kmalloc_slab
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000022597b
     0.00%  panel-12-netloa  libcairo.so.2.11600.0                    [.] 0x00000000000656b3
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x000000000002a27d
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x00000000000469d4
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000002052a3
     0.00%  swapper          [kernel.kallsyms]                        [k] __remove_hrtimer
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] task_tick_fair
     0.00%  xfwm4            [kernel.kallsyms]                        [k] __hrtimer_run_queues
     0.00%  Web Content      [kernel.kallsyms]                        [k] try_to_wake_up
     0.00%  Xorg             libglamoregl.so                          [.] 0x0000000000020243
     0.00%  sleep            [kernel.kallsyms]                        [k] exit_sem
     0.00%  Xorg             [kernel.kallsyms]                        [k] drm_framebuffer_init
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000059a4a4
     0.00%  xfwm4            [kernel.kallsyms]                        [k] run_timer_softirq
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] rcu_segcblist_ready_cbs
     0.00%  tmux: server     tmux                                     [.] 0x0000000000044141
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x000000000002782a
     0.00%  Xorg             libGLdispatch.so.0.0.0                   [.] 0x0000000000044840
     0.00%  panel-12-netloa  [kernel.kallsyms]                        [k] __fput
     0.00%  Xorg             i965_dri.so                              [.] _glapi_set_dispatch@plt
     0.00%  panel-12-netloa  libcairo.so.2.11600.0                    [.] 0x0000000000022a03
     0.00%  Xorg             libdrm_nouveau.so.2.0.0                  [.] 0x0000000000004f72
     0.00%  Web Content      libglib-2.0.so.0.6000.6                  [.] g_main_context_check
     0.00%  Xorg             nouveau_dri.so                           [.] 0x0000000000519caf
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6               [.] g_object_get_data
     0.00%  Xorg             [kernel.kallsyms]                        [k] rcu_sched_clock_irq
     0.00%  panel-12-netloa  libcairo.so.2.11600.0                    [.] cairo_save
     0.00%  iperf3           [kernel.kallsyms]                        [k] hrtimer_try_to_cancel
     0.00%  irqbalance       [kernel.kallsyms]                        [k] __check_object_size
     0.00%  Web Content      libxul.so                                [.] 0x00000000042a480a
     0.00%  Xorg             modesetting_drv.so                       [.] 0x0000000000013a8e
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000001bcbc0
     0.00%  Xorg             [kernel.kallsyms]                        [k] intel_context_lookup
     0.00%  swapper          [kernel.kallsyms]                        [k] clear_buddies
     0.00%  swapper          [kernel.kallsyms]                        [k] timekeeping_update
     0.00%  panel-13-pulsea  libgio-2.0.so.0.6000.6                   [.] 0x00000000000f6db7
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000cc516
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000018c68b
     0.00%  xfwm4            libxcb.so.1.1.0                          [.] 0x0000000000010733
     0.00%  ksoftirqd/2      [kernel.kallsyms]                        [k] tcp_options_write
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] try_to_wake_up
     0.00%  Xorg             libglamoregl.so                          [.] 0x000000000001c000
     0.00%  panel-9-cpugrap  libcairo.so.2.11600.0                    [.] 0x0000000000063a02
     0.00%  iperf3           [kernel.kallsyms]                        [k] inet_sendmsg
     0.00%  Xorg             [kernel.kallsyms]                        [k] kmem_cache_alloc_trace
     0.00%  Timer            [kernel.kallsyms]                        [k] update_min_vruntime
     0.00%  swapper          [kernel.kallsyms]                        [k] security_sock_rcv_skb
     0.00%  iperf3           [kernel.kallsyms]                        [k] rcu_accelerate_cbs
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000e303e
     0.00%  xfwm4            i965_dri.so                              [.] 0x00000000001cb37c
     0.00%  Xorg             Xorg                                     [.] in_input_thread
     0.00%  xfwm4            libX11.so.6.3.0                          [.] 0x0000000000046268
     0.00%  Web Content      [kernel.kallsyms]                        [k] unix_stream_read_generic
     0.00%  xfwm4            libgdk-3.so.0.2404.6                     [.] 0x00000000000707c4
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000cc3f3
     0.00%  migration/1      [kernel.kallsyms]                        [k] __update_load_avg_se
     0.00%  Timer            libxul.so                                [.] 0x0000000002dcaaa3
     0.00%  Xorg             libpthread-2.29.so                       [.] __libc_recvmsg
     0.00%  ksoftirqd/2      [kernel.kallsyms]                        [k] __dev_forward_skb
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x00000000000780df
     0.00%  Xorg             i965_dri.so                              [.] 0x0000000000172aa4
     0.00%  Xorg             libGL.so.1.7.0                           [.] glViewport
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                  [.] g_io_channel_get_buffer_condition
     0.00%  Xorg             Xorg                                     [.] ChangeGC
     0.00%  Xorg             Xorg                                     [.] 0x00000000000ec5bc
     0.00%  Web Content      libxul.so                                [.] 0x0000000002b05ff6
     0.00%  panel-12-netloa  libglib-2.0.so.0.6000.6                  [.] g_atomic_ref_count_compare
     0.00%  xfwm4            [kernel.kallsyms]                        [k] kmem_cache_alloc_trace
     0.00%  Xorg             i965_dri.so                              [.] 0x0000000000187752
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000005d5f91
     0.00%  Xorg             Xorg                                     [.] 0x0000000000058b25
     0.00%  xfwm4            [kernel.kallsyms]                        [k] __sys_recvmsg
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000c3c3f
     0.00%  iperf3           [kernel.kallsyms]                        [k] skb_csum_hwoffload_help
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000018bb13
     0.00%  xfwm4            i965_dri.so                              [.] 0x00000000000e8928
     0.00%  swapper          [kernel.kallsyms]                        [k] tcp_queue_rcv
     0.00%  xscreensaver     [kernel.kallsyms]                        [k] __hrtimer_init
     0.00%  Xorg             [kernel.kallsyms]                        [k] drm_poll
     0.00%  xfwm4            libc-2.29.so                             [.] ffs
     0.00%  Xorg             Xorg                                     [.] 0x0000000000134d24
     0.00%  Xorg             i965_dri.so                              [.] 0x0000000000222ea0
     0.00%  iperf3           [kernel.kallsyms]                        [k] __accumulate_pelt_segments
     0.00%  Xorg             libdrm_nouveau.so.2.0.0                  [.] 0x0000000000004e94
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x000000000008177f
     0.00%  panel-7-systeml  libX11.so.6.3.0                          [.] _XReply
